matchId,date,patch,durationMin,champion,position,win,kills,deaths,assists,kda,cs,csPerMin,goldPerMin,dmgPerMin,teamDmgPct,killParticipation,visionPerMin,controlWards,soloKills,timeDeadSec,deadPct,laneMinions10,laneGoldExpAdv,earlyLaneAdv,maxCsAdvOpp,visionAdvOpp,goldDiff10,csDiff10,xpDiff10,goldDiff14,csDiff14,xpDiff14,firstTowerKilledTime,turretPlates,doubleKills,tripleKills,quadraKills,pentaKills,surrenderEnd,earlySurrender
NA1_5389048571,1759978399,15.20,31.9,Caitlyn,BOTTOM,1,5,7,10,2.14,205,6.42,408.8,699.1,16.3,41.7,0.32,0,0,158,8.3,52,0,0,9,-0.25,-310,-5,23,-1063,-5,-270,0,1,1,0,0,0,0,0
NA1_5389084709,1759980746,15.20,35.0,Caitlyn,BOTTOM,1,13,7,5,2.57,259,7.39,555.0,856.9,21.4,46.2,0.55,0,1,242,11.5,66,0,0,11,0.84,-146,-2,-37,-353,1,69,0,0,1,1,0,0,0,0
NA1_5389132029,1759983779,15.20,26.0,Caitlyn,BOTTOM,0,4,3,2,2,215,8.26,449.5,559.2,22.2,42.9,0.78,0,0,101,6.5,77,0,0,24,0.28,392,10,85,714,17,473,0,0,1,0,0,0,1,0
NA1_5389659922,1760057858,15.20,27.3,Sivir,BOTTOM,0,6,8,2,1,186,6.8,390.3,764.4,22.2,44.4,0.55,0,2,247,15.1,62,0,0,9,-0.24,-319,0,-310,-895,-6,-406,948.0,1,2,0,0,0,1,0
NA1_5389690383,1760060045,15.20,29.8,Ashe,BOTTOM,1,4,4,12,4,203,6.8,450.9,614.9,13.0,40.0,1.15,2,1,153,8.5,64,0,0,19,0.97,-375,-14,-230,-202,-4,173,0,0,1,0,0,0,0,0
NA1_5389724541,1760062392,15.20,24.5,Ashe,BOTTOM,1,12,2,10,11,171,6.98,499.6,761.9,24.2,64.7,0.85,0,2,54,3.7,55,0,0,25,0.16,1365,-8,378,1075,3,731,918.0,1,4,1,0,0,0,0
NA1_5396717155,1760928350,15.20,21.9,Jhin,BOTTOM,0,0,4,1,0.25,163,7.43,314.3,355.1,18.8,11.1,0.49,0,0,62,4.7,59,0,0,0,-0.22,-1085,-20,-388,-1336,-27,-379,919.0,0,0,0,0,0,1,0
NA1_5399277054,1761279821,15.21,33.9,Caitlyn,BOTTOM,0,6,4,6,3,306,9.03,492.6,760.5,22.9,42.9,0.71,1,0,69,3.4,69,0,0,49.8,0.07,-566,19,642,-563,16,605,0,2,0,0,0,0,0,0
NA1_5399307563,1761282444,15.21,31.4,Caitlyn,BOTTOM,1,8,6,9,2.83,238,7.59,500.1,814.6,26.4,58.6,0.64,0,0,187,9.9,83,0,0,31,0.48,324,12,333,268,2,-158,0,0,0,0,0,0,0,0
NA1_5399339156,1761285103,15.21,27.1,Ashe,BOTTOM,0,9,7,8,2.43,155,5.72,446.7,791.3,22.4,58.6,0.72,1,2,162,10.0,52,0,0,28,-0.04,612,15,245,2005,28,656,952.0,4,1,0,0,0,0,0
NA1_5400028395,1761376714,15.21,36.1,Ashe,BOTTOM,1,5,8,7,1.5,217,6.02,380.3,604.7,11.9,48.0,0.72,2,1,308,14.2,55,0,0,7,-0.06,-225,-10,-668,-1003,-24,-989,804.0,0,0,0,0,0,0,0
NA1_5403190636,1761798556,15.21,32.0,Caitlyn,BOTTOM,1,7,3,5,4,249,7.79,448.0,633.6,22.9,36.4,0.76,0,0,81,4.2,63,0,0,20,-0.02,354,16,-37,129,9,-289,0,0,1,1,0,0,0,0
NA1_5403216669,1761800843,15.21,40.2,Caitlyn,BOTTOM,0,18,10,5,2.3,274,6.81,548.5,1068.8,32.1,67.6,0.71,0,0,337,14.0,64,0,0,15,0.11,897,10,-492,-347,-3,-958,0,2,4,1,0,0,0,0
NA1_5403257500,1761804954,15.21,30.2,Caitlyn,BOTTOM,0,5,4,5,2.5,244,8.09,386.0,1069.9,25.9,43.5,0.54,1,1,100,5.5,71,1,0,51,0.17,521,17,429,1218,26,893,843.0,3,1,0,0,0,0,0
NA1_5404243129,1761964482,15.21,21.6,Jinx,BOTTOM,1,10,1,10,20,203,9.4,556.0,966.6,28.8,66.7,0.46,0,0,12,0.9,65,0,0,36,0.02,994,9,505,2078,16,883,844.0,2,2,0,0,0,0,0
NA1_5404264673,1761966656,15.21,37.0,Ashe,BOTTOM,1,4,11,19,2.09,218,5.9,374.9,522.0,11.6,46.0,0.74,2,0,360,16.2,49,0,0,16.2,-0.16,-695,0,-292,-456,-8,-281,0,1,0,0,0,0,0,0
NA1_5404299395,1761969393,15.21,25.1,Ashe,BOTTOM,1,10,6,12,3.67,160,6.37,473.2,1175.3,25.4,57.9,0.62,0,0,119,7.9,60,0,0,8,0.25,279,0,272,906,1,728,930.0,1,2,0,0,0,0,0
NA1_5404329802,1761971782,15.21,26.6,Caitlyn,BOTTOM,0,0,2,1,0.5,256,9.64,348.9,375.6,25.0,16.7,0.69,1,0,33,2.1,75,0,0,31,-0.03,38,9,243,-83,5,54,0,1,0,0,0,0,1,0
NA1_5404349496,1761973682,15.21,32.0,Jinx,BOTTOM,0,14,5,7,4.2,204,6.37,460.3,1304.7,33.9,67.7,0.63,0,3,138,7.2,49,0,0,4,-0.41,-416,-6,364,-777,-9,46,0,0,2,0,0,0,0,0
NA1_5406890342,1762314650,15.21,24.7,Caitlyn,BOTTOM,1,8,2,9,8.5,178,7.2,486.4,889.7,22.2,40.5,0.61,0,1,71,4.8,69,1,0,61,-0.02,697,1,377,2159,27,1515,0,3,1,0,0,0,1,0
NA1_5406922924,1762316766,15.21,27.8,Caitlyn,BOTTOM,0,7,8,1,1,225,8.09,490.4,938.6,29.9,61.5,0.55,0,0,197,11.8,59,0,0,60,0.39,41,-2,-375,-610,-14,-823,0,1,1,0,0,0,0,0
NA1_5407951037,1762475369,15.22,31.1,Caitlyn,BOTTOM,1,3,3,4,2.33,253,8.14,456.6,690.6,24.1,43.8,0.52,0,0,36,1.9,53,0,1,8,0.14,-150,-18,-247,126,-14,-302,1075.0,1,0,0,0,0,0,0
NA1_5412135074,1762991321,15.22,39.4,Jinx,BOTTOM,1,12,5,10,4.4,291,7.39,449.8,1595.8,31.1,52.4,0.81,0,1,166,7.0,57,0,0,2,-0.08,-890,-16,-586,-785,-9,-185,0,0,3,1,0,0,0,0
NA1_5412187394,1762996041,15.22,29.5,Caitlyn,BOTTOM,1,8,0,5,13,221,7.5,503.4,820.0,22.8,41.9,0.44,2,1,0,0.0,63,0,0,15,-0.39,258,0,-54,931,6,382,0,2,1,1,0,0,0,0
NA1_5412226058,1762998810,15.22,29.6,Caitlyn,BOTTOM,1,9,4,11,5,181,6.1,454.7,802.6,23.6,55.6,0.51,0,1,150,8.4,69,1,1,48,-0.26,1072,29,762,1404,34,1322,850.0,0,2,0,0,0,0,0
NA1_5412256284,1763000934,15.22,33.8,Caitlyn,BOTTOM,0,6,5,10,3.2,291,8.62,512.8,952.5,32.1,61.5,0.51,0,0,186,9.2,73,0,0,35,-0.35,647,11,-8,1875,30,561,0,3,1,0,0,0,1,0
NA1_5412721314,1763070365,15.22,35.4,Ashe,BOTTOM,0,11,7,11,3.14,262,7.41,479.8,1296.0,29.3,73.3,0.87,0,1,180,8.5,57,0,0,51,1.26,16,4,123,-68,2,186,0,1,2,0,0,0,1,0
NA1_5412745113,1763073056,15.22,35.1,Caitlyn,BOTTOM,0,9,10,13,2.2,222,6.33,470.4,796.5,20.6,45.8,0.61,0,1,322,15.3,49,0,0,39.6,-0.1,-1004,6,-568,-1224,-6,-971,0,2,1,1,1,0,0,0
NA1_5413412864,1763157521,15.22,27.8,Caitlyn,BOTTOM,1,21,3,5,8.67,200,7.19,668.5,1573.7,39.2,60.5,0.6,0,3,57,3.4,58,0,0,29,0.62,-112,1,-337,1577,-4,205,890.0,0,3,1,0,0,0,0
NA1_5413439002,1763160431,15.22,31.8,Caitlyn,BOTTOM,1,12,3,10,7.33,215,6.77,500.3,1039.3,29.4,62.9,0.56,0,0,126,6.6,59,0,0,16,0.71,-242,-25,206,311,-19,978,916.0,1,1,0,0,0,0,0
NA1_5413465337,1763163175,15.22,44.5,Jinx,BOTTOM,1,13,7,12,3.57,315,7.08,481.5,1227.9,24.7,48.1,0.83,2,1,324,12.1,55,0,0,61.4,0.2,210,-2,-675,751,16,-340,754.0,2,1,0,0,0,0,0
NA1_5414269165,1763252662,15.22,19.6,Caitlyn,BOTTOM,0,1,6,2,0.5,127,6.46,346.0,475.8,19.6,18.8,0.33,0,0,123,10.4,69,0,0,8,-0.54,-1103,2,-353,-1754,-12,-765,0,0,0,0,0,0,0,0
NA1_5414293782,1763254588,15.22,29.8,Caitlyn,BOTTOM,0,7,9,3,1.11,234,7.86,449.1,651.9,20.5,55.6,0.3,0,0,280,15.7,64,0,1,43,-0.55,1615,22,337,1674,25,-279,0,3,0,0,0,0,0,0
NA1_5416282005,1763504507,15.22,27.0,Caitlyn,BOTTOM,1,13,1,11,24,196,7.25,611.0,1182.9,31.4,61.5,0.46,1,0,48,3.0,59,0,0,11,0.5,-248,-7,480,1172,-7,859,764.0,5,4,2,0,0,0,0
NA1_5416299667,1763506989,15.22,36.4,Jinx,BOTTOM,0,11,5,10,4.2,312,8.58,550.2,1217.3,33.9,80.8,0.83,1,0,176,8.1,56,0,0,17.0,-0.02,-157,-12,-534,340,-8,-798,0,0,1,1,1,1,0,0
NA1_5416997630,1763595945,15.23,15.4,Jinx,BOTTOM,0,2,5,3,1,115,7.48,349.7,438.1,30.3,100,0.59,0,0,83,9.0,61,0,0,10,0.39,-1683,6,-416,-2059,11,-468,0,0,0,0,0,0,1,0
NA1_5417015751,1763597175,15.23,25.9,Jinx,BOTTOM,0,0,6,2,0.33,200,7.72,303.8,250.7,13.5,16.7,0.43,0,0,149,9.6,68,0,0,1,-0.55,-710,1,-78,-1381,-12,-531,0,0,0,0,0,0,1,0
NA1_5417040950,1763599049,15.23,35.4,Lux,MIDDLE,0,9,3,16,8.33,265,7.5,425.1,965.0,30.2,67.6,0.8,2,3,160,7.5,84,0,0,27,-0.27,356,12,817,421,19,944,0,3,0,0,0,0,0,0
NA1_5418115279,1763706011,15.23,35.5,Caitlyn,BOTTOM,1,12,8,19,3.88,227,6.4,482.5,1702.8,23.1,55.4,0.71,0,1,163,7.7,49,0,0,1,0.55,-1764,-18,-375,-2075,-32,-391,0,1,2,1,0,0,0,0
NA1_5418144386,1763708559,15.23,29.1,Jinx,BOTTOM,0,3,7,5,1.14,180,6.17,359.0,503.4,16.9,34.8,0.49,0,0,268,15.3,63,0,1,13,-0.38,704,6,543,73,10,683,0,3,0,0,0,0,0,0
NA1_5418174997,1763711595,15.23,34.8,Brand,BOTTOM,1,9,7,7,2.29,225,6.47,419.1,893.5,22.3,35.6,0.62,1,1,159,7.6,46,0,0,2,1.17,-2011,-26,-1052,-3003,-43,-1126,0,0,1,0,0,0,0,0
NA1_5420460782,1763959476,15.23,19.3,Brand,BOTTOM,0,1,3,3,1.33,130,6.72,314.6,637.4,29.2,50.0,0.54,0,0,57,4.9,48,0,0,0,0.25,-1086,-10,333,-1856,-6,687,0,1,0,0,0,0,0,0
NA1_5420482071,1763960874,15.23,29.9,Jhin,BOTTOM,1,13,2,9,11,197,6.58,497.9,910.0,16.2,42.3,0.48,2,0,82,4.6,70,0,0,21,-0.1,317,1,92,1204,3,668,0,1,2,0,0,0,0,0
NA1_5421974441,1764142438,15.23,35.8,Jinx,BOTTOM,0,10,5,8,3.6,300,8.38,499.0,1002.0,37.5,72.0,0.38,0,0,155,7.2,56,0,0,9.9,-0.59,-148,-9,158,-695,-21,180,0,0,2,0,0,0,0,0
NA1_5422306973,1764202172,15.23,30.7,Ashe,BOTTOM,1,7,6,5,2,242,7.88,465.7,471.6,15.5,40.0,0.71,0,2,175,9.5,43,0,0,46,0.23,-462,-23,-936,441,-16,-261,784.0,1,1,0,0,0,0,0
NA1_5422335465,1764204830,15.23,32.6,Brand,BOTTOM,1,5,6,13,3,194,5.96,392.2,743.1,17.2,46.2,0.53,1,1,158,8.1,56,0,0,23,0.42,-598,1,-262,-1704,-12,-582,0,0,0,0,0,0,0,0
NA1_5422703695,1764232034,15.23,24.6,Brand,BOTTOM,0,2,7,7,1.29,156,6.33,320.0,717.3,20.3,36.0,0.44,0,1,159,10.8,55,0,0,0,-0.02,-407,-11,-1139,-1439,-14,-1938,0,0,0,0,0,0,0,0
NA1_5422716490,1764233880,15.23,31.9,Caitlyn,BOTTOM,1,10,5,16,5.2,222,6.97,545.4,1015.8,22.5,63.4,0.7,0,1,147,7.7,62,0,0,19,0.48,235,-6,-162,1146,1,177,858.0,2,1,0,0,0,0,0
NA1_5423021800,1764289539,15.23,28.0,MissFortune,BOTTOM,0,8,11,4,1.09,173,6.19,482.9,549.6,20.3,66.7,0.61,0,0,235,14.0,52,0,0,44,0.6,342,-5,14,-263,-2,-204,771.0,0,1,0,0,0,0,0
NA1_5423040534,1764291790,15.23,27.2,MissFortune,BOTTOM,1,7,0,7,14,201,7.38,470.0,739.2,24.4,43.8,0.61,1,0,0,0.0,70,0,0,15,0.63,309,1,508,900,0,455,981.0,1,1,0,0,0,0,0
NA1_5423342143,1764314749,15.23,23.1,Lux,MIDDLE,0,1,3,3,1.33,189,8.19,356.0,571.6,24.9,40.0,0.32,1,0,76,5.5,83,0,0,29,-0.25,242,3,274,447,7,496,0,1,0,0,0,0,1,0
NA1_5423354573,1764316409,15.23,34.0,Brand,BOTTOM,1,6,8,15,2.62,186,5.47,370.5,735.8,16.0,36.8,0.9,0,0,274,13.4,53,0,0,4,0.1,-193,-15,-462,111,-12,155,0,0,1,0,0,0,1,0
NA1_5423376826,1764318913,15.23,24.2,Caitlyn,BOTTOM,0,1,6,7,1.33,169,6.97,380.5,949.8,34.1,42.1,0.46,0,0,116,8.0,57,0,0,25,-0.24,143,10,212,-576,5,-439,0,3,0,0,0,0,0,0
NA1_5425058268,1764536222,15.23,16.5,Caitlyn,BOTTOM,0,0,2,1,0.5,130,7.86,337.2,311.8,20.4,100,0.47,0,0,45,4.5,62,0,0,7,-0.04,37,-2,-17,-683,5,-302,0,0,0,0,0,0,1,0
NA1_5425069691,1764537433,15.23,32.0,Jinx,BOTTOM,0,3,6,5,1.33,225,7.03,365.9,724.1,18.3,36.4,0.52,0,0,140,7.3,49,0,0,49,0.38,-1171,-11,-123,-1898,10,290,0,1,0,0,0,0,0,0
NA1_5426201627,1764658506,15.23,23.8,Caitlyn,BOTTOM,1,5,6,7,2,142,5.96,435.4,569.1,12.5,31.6,0.64,0,0,112,7.8,51,0,0,16,1.04,-726,-17,14,-885,-11,483,0,0,1,0,0,0,1,0
NA1_5426216870,1764660202,15.23,19.9,Caitlyn,BOTTOM,1,5,1,3,8,176,8.83,507.9,683.4,25.2,38.1,0.32,0,0,25,2.1,60,0,0,40,-0.41,1404,20,489,2020,19,185,812.0,2,0,0,0,0,1,0
NA1_5426782401,1764737027,15.23,29.6,MissFortune,BOTTOM,1,17,5,10,5.4,191,6.46,603.7,1401.0,30.9,61.4,0.59,0,0,171,9.6,63,0,0,3,0.43,733,-5,131,1865,-6,445,0,0,5,0,0,0,0,0
NA1_5426812459,1764739083,15.23,37.9,MissFortune,BOTTOM,0,9,10,7,1.6,249,6.57,451.5,619.8,13.8,41.0,0.92,0,1,285,12.5,51,0,0,2,0.38,-2005,-18,-881,-1488,-21,-461,0,1,0,0,0,0,0,0
NA1_5426850456,1764741735,15.23,34.6,Brand,UTILITY,1,9,9,21,3.33,49,1.42,394.9,948.7,17.5,47.6,2.29,3,1,272,13.1,11,0,0,4,0.41,3,0,409,45,2,-265,981.0,2,0,0,0,0,0,0
NA1_5428771980,1764916888,15.24,33.3,Lux,MIDDLE,0,3,6,4,1.17,260,7.82,409.1,674.9,23.7,29.2,0.53,0,1,202,10.1,82,0,0,56.0,-0.32,640,10,558,166,17,168,0,1,0,0,0,0,0,0
NA1_5428803951,1764919123,15.24,28.6,Caitlyn,BOTTOM,1,1,2,3,2,235,8.2,429.3,408.9,15.0,17.4,0.48,0,0,71,4.1,77,0,0,39,6.68,102,-3,862,193,5,1333,1019.0,4,0,0,0,0,0,0
NA1_5429424062,1764987885,15.24,32.4,Caitlyn,BOTTOM,1,6,5,7,2.6,236,7.29,486.3,854.8,22.4,35.1,0.78,1,0,124,6.4,82,0,0,76,0.37,467,33,454,-337,39,30,841.0,3,1,0,0,0,0,0
NA1_5430634996,1765081727,15.24,15.2,Sivir,BOTTOM,1,5,1,2,7,120,7.9,418.2,459.3,16.6,30.4,0.48,0,1,32,3.5,68,1,0,52,-0.1,1233,20,1089,2285,43,2471,0,1,1,0,0,0,1,0
NA1_5430660665,1765083060,15.24,31.2,Caitlyn,BOTTOM,0,4,6,8,2,204,6.54,402.4,675.5,19.2,48.0,0.61,0,0,225,12.0,63,0,0,9,0.2,575,-10,-291,997,-7,225,0,0,0,0,0,0,0,0
NA1_5431939379,1765182008,15.24,28.9,Caitlyn,BOTTOM,0,0,3,1,0.33,262,9.07,383.7,509.4,18.7,8.3,0.65,1,0,100,5.8,80,0,0,6.0,-0.29,32,-9,53,90,-16,-273,0,0,0,0,0,0,0,0
NA1_5441266418,1766105477,15.24,30.0,MissFortune,BOTTOM,1,10,4,9,4.75,228,7.61,531.1,1065.1,27.4,63.3,0.53,0,1,185,10.3,61,1,0,28,0.03,522,5,549,1389,5,957,0,2,1,0,0,0,0,0
NA1_5442365989,1766208354,15.24,16.1,Sivir,BOTTOM,0,0,0,0,0,131,8.15,326.8,430.4,22.1,0,0.51,0,0,0,0.0,63,0,0,5,0.19,-206,-6,247,-1066,-7,-225,0,0,0,0,0,0,1,0
NA1_5442386189,1766209598,15.24,28.6,MissFortune,BOTTOM,0,11,4,5,4,195,6.81,472.3,1022.0,25.8,51.6,0.44,0,1,108,6.3,52,0,0,1,-0.38,1146,-9,-303,1127,-14,279,0,2,0,0,0,0,1,0
NA1_5442808824,1766265327,15.24,24.9,Brand,MIDDLE,1,3,3,12,5,171,6.87,359.6,558.0,17.2,36.6,0.47,0,0,90,6.0,69,0,0,6,-0.33,102,-4,-47,-956,-10,-985,811.0,0,0,0,0,0,1,0
NA1_5443575694,1766342979,15.24,29.6,MissFortune,BOTTOM,1,8,3,9,5.67,213,7.21,474.5,840.0,17.8,41.5,0.61,1,0,108,6.1,56,0,0,1,-0.28,-115,-15,-385,353,-19,-443,886.0,0,2,1,0,0,0,0
NA1_5443600999,1766345139,15.24,36.0,MissFortune,BOTTOM,0,2,11,10,1.09,237,6.58,385.2,703.1,19.4,33.3,0.52,0,0,319,14.8,57,0,0,1,-0.06,-1228,-10,-301,-1022,-1,70,997.0,0,0,0,0,0,0,0
NA1_5444184468,1766384655,15.24,20.2,MissFortune,BOTTOM,1,6,3,7,4.33,156,7.72,482.6,560.6,18.6,44.8,0.49,0,1,72,5.9,60,0,0,11,-0.34,-133,-7,125,140,2,727,0,1,1,0,0,0,1,0
NA1_5444207387,1766386315,15.24,30.3,MissFortune,BOTTOM,1,5,6,4,1.5,242,7.99,433.4,709.3,20.0,28.1,0.62,0,0,141,7.8,69,0,0,31.2,0.79,120,-2,-718,39,-7,-886,849.0,1,1,0,0,0,0,0
NA1_5444233547,1766388541,15.24,34.9,Sivir,BOTTOM,1,5,4,23,7,284,8.13,422.4,838.9,21.8,75.7,0.87,0,0,104,5.0,60,0,0,23.0,0.61,-457,-8,-369,-594,-18,-1247,756.0,1,1,0,0,0,0,0
NA1_5444659260,1766449105,15.24,28.4,Caitlyn,BOTTOM,0,4,8,4,1,217,7.64,413.0,622.2,18.7,36.4,0.6,0,1,229,13.4,61,0,0,29,-0.16,86,2,17,524,16,658,0,2,0,0,0,0,0,0
NA1_5444689193,1766451212,15.24,60.3,Sivir,BOTTOM,1,19,11,23,3.82,387,6.42,504.5,911.0,16.5,50.6,0.69,0,0,473,13.1,63,0,0,2,0.18,-531,-3,301,-513,-2,474,957.0,2,4,2,0,0,0,0
NA1_5445022285,1766470999,15.24,32.1,Caitlyn,BOTTOM,1,8,3,11,6.33,274,8.53,552.5,1376.5,34.5,52.8,0.79,0,1,64,3.3,64,0,0,15,0.33,-181,-2,-390,-647,11,110,0,4,1,0,0,0,0,0
NA1_5445747494,1766551148,15.24,29.5,Jinx,BOTTOM,1,21,5,12,6.6,225,7.62,555.3,1459.9,33.5,67.3,0.6,0,2,86,4.9,41,0,0,14.0,0.23,-419,-21,-585,-974,-14,-788,872.0,1,4,0,0,0,0,0
NA1_5445787658,1766553450,15.24,43.6,Jhin,BOTTOM,1,17,5,14,6.2,270,6.2,483.7,937.3,18.8,58.5,0.61,0,1,133,5.1,44,0,0,3.4,1.09,-435,-25,-860,-798,-26,-1065,0,3,2,1,0,0,0,0
NA1_5445838200,1766556404,15.24,32.5,Caitlyn,BOTTOM,0,10,8,6,2,256,7.87,462.4,1000.9,25.8,50.0,0.48,0,0,331,17.0,75,0,0,24.6,-0.32,-326,5,-169,-639,4,-982,925.0,3,1,0,0,0,0,0
NA1_5446614223,1766640614,15.24,29.9,MissFortune,BOTTOM,0,4,4,7,2.75,212,7.1,423.4,673.9,21.3,50.0,1.03,1,0,159,8.9,76,0,0,40,0.99,1458,33,816,2536,28,671,747.0,2,1,0,0,0,1,0
NA1_5446645020,1766642698,15.24,25.6,Sivir,BOTTOM,0,1,5,2,0.6,215,8.41,374.1,589.3,22.5,33.3,0.46,0,0,98,6.4,74,0,0,17,0.34,-106,11,495,-1484,-9,-671,0,1,0,0,0,0,0,0
NA1_5447021144,1766697267,15.24,31.2,Sivir,BOTTOM,0,3,6,4,1.17,257,8.23,378.1,637.9,23.5,35.0,0.52,0,0,146,7.8,52,0,0,0,-0.14,-952,-16,-743,-1253,-21,-552,0,1,0,0,0,0,0,0
NA1_5447044264,1766699417,15.24,26.4,Caitlyn,BOTTOM,1,10,4,10,5,205,7.76,511.3,887.8,28.1,66.7,0.34,0,1,105,6.6,62,0,0,38,-0.5,272,9,286,549,15,935,851.0,0,1,0,0,0,0,0
NA1_5447370789,1766723983,15.24,36.0,MissFortune,BOTTOM,1,19,8,10,3.62,244,6.77,562.4,1701.9,28.1,55.8,0.61,1,3,358,16.6,65,1,0,19,0.17,627,9,636,1348,13,1254,0,2,3,1,0,0,0,0
NA1_5447414314,1766726877,15.24,31.9,MissFortune,BOTTOM,0,0,10,3,0.3,200,6.27,301.5,452.4,16.0,16.7,0.65,0,0,272,14.2,55,0,0,9,0.33,-280,-4,-75,-606,2,-951,0,2,0,0,0,0,0,0
NA1_5447447534,1766729058,15.24,36.9,Jhin,BOTTOM,0,9,8,8,2.12,252,6.83,438.3,738.2,20.7,63.0,0.5,0,0,284,12.8,60,0,0,87,-0.21,-180,-5,-218,1649,11,919,0,1,2,0,0,0,0,0
NA1_5447767299,1766778397,15.24,15.3,Jhin,BOTTOM,0,7,4,3,2.5,89,5.82,425.0,618.1,30.2,90.9,0.64,0,1,94,10.3,59,0,1,3,0.45,182,-1,562,4,-4,-130,0,0,1,0,0,0,1,0
NA1_5447782851,1766779796,15.24,25.1,Caitlyn,BOTTOM,1,9,1,7,16,229,9.11,555.9,1190.4,30.2,44.4,0.66,0,0,39,2.6,79,1,1,76.0,-0.23,2436,31,1069,3901,35,1332,666.0,7,1,0,0,0,0,0
NA1_5447804163,1766781949,15.24,33.0,Sivir,BOTTOM,0,3,7,12,2.14,270,8.19,396.6,836.9,23.5,55.6,0.52,0,0,194,9.8,68,0,0,68.4,0.25,-80,-2,-296,270,5,227,834.0,1,0,0,0,0,0,0
NA1_5449102451,1766898554,15.24,34.1,Sivir,BOTTOM,0,16,8,6,2.75,239,7.01,456.7,1348.7,26.1,52.4,0.37,0,0,279,13.6,81,1,0,91.0,-0.06,1934,38,1017,2777,46,1472,679.0,4,4,1,0,0,0,0
NA1_5449145517,1766901131,15.24,37.8,MissFortune,BOTTOM,1,6,7,11,2.43,307,8.13,472.4,720.9,21.4,37.8,0.83,0,0,222,9.8,68,0,0,58.4,0.04,-84,6,-75,-109,4,-30,890.0,2,0,0,0,0,0,0
NA1_5450073157,1766988485,15.24,34.3,Jhin,BOTTOM,1,12,5,15,5.4,261,7.61,541.6,812.7,18.9,55.1,0.31,0,1,154,7.5,55,0,1,4,-0.52,338,-6,467,-186,-11,-183,873.0,0,0,0,0,0,0,0
NA1_5450487955,1767046515,15.24,24.6,Jinx,BOTTOM,1,2,4,10,3,171,6.96,374.9,557.5,17.8,40.0,0.47,0,1,76,5.2,46,0,0,1,-0.35,-1260,-12,201,-1618,-26,-109,932.0,2,0,0,0,0,1,0
NA1_5452101154,1767207892,15.24,30.0,Caitlyn,BOTTOM,1,8,4,5,3.25,244,8.14,459.1,770.6,20.6,36.1,0.44,0,0,154,8.6,60,1,0,76.4,0.02,1122,5,739,1795,14,1007,724.0,5,1,1,0,0,0,0
NA1_5452121479,1767210070,15.24,29.5,Caitlyn,BOTTOM,0,4,6,4,1.33,233,7.9,448.1,724.7,22.7,32.0,0.66,0,0,171,9.7,61,0,0,55,0.13,-198,1,-68,-276,8,367,0,0,0,0,0,0,0,0
NA1_5453915547,1767391245,15.24,32.4,Caitlyn,BOTTOM,0,6,9,14,2.22,225,6.96,454.7,770.6,20.4,57.1,0.81,0,1,285,14.7,67,0,0,68,1.78,537,26,-12,1104,39,-252,0,2,0,0,0,0,1,0
NA1_5453942418,1767393481,15.24,30.6,Caitlyn,BOTTOM,1,12,0,9,21,295,9.62,639.6,1284.9,32.8,56.8,0.8,0,2,0,0.0,79,1,0,80.2,0.83,743,29,816,1983,47,2584,892.0,4,1,1,1,0,0,0
NA1_5454424166,1767422588,15.24,25.9,Caitlyn,BOTTOM,1,8,7,7,2.14,180,6.96,488.7,539.6,14.0,33.3,0.9,0,0,165,10.6,58,0,0,8,2.7,-760,-9,-47,-700,-13,16,809.0,1,1,0,0,0,1,0
NA1_5454449555,1767424408,15.24,27.6,Jinx,BOTTOM,1,7,3,13,6.67,207,7.5,491.3,958.9,23.4,48.8,0.43,0,1,70,4.2,47,0,0,22.6,-0.18,-330,-20,-494,-839,-8,-761,0,2,1,1,0,0,0,0
NA1_5454476616,1767426707,15.24,38.5,Brand,MIDDLE,1,6,10,11,1.7,223,5.8,367.3,868.8,20.7,34.7,0.48,0,4,372,16.1,58,0,0,2,0.16,-1793,-31,-1248,-2111,-45,-1872,841.0,0,0,0,0,0,0,0
NA1_5455967367,1767587066,15.24,31.0,Caitlyn,BOTTOM,0,1,8,4,0.62,214,6.91,352.7,541.2,15.4,16.1,0.51,0,0,226,12.2,62,0,0,1,0.02,-163,-6,-187,-1644,-23,-1117,807.0,1,0,0,0,0,0,0
NA1_5456100833,1767595228,15.24,25.6,Lux,MIDDLE,1,4,8,8,1.5,184,7.18,396.8,515.7,10.4,30.0,0.69,0,1,227,14.8,73,0,0,43,-0.03,-1052,18,199,-1353,32,160,864.0,1,0,0,0,0,0,0
NA1_5456444490,1767651212,15.24,25.0,Caitlyn,BOTTOM,0,1,8,2,0.38,151,6.04,310.7,539.6,22.8,21.4,0.32,0,0,176,11.7,59,0,0,13,-0.44,-935,9,47,-1047,-4,-231,840.0,0,0,0,0,0,1,0
NA1_5456462683,1767652975,15.24,27.9,Caitlyn,BOTTOM,0,4,7,5,1.29,191,6.85,415.1,580.1,20.0,34.6,0.62,0,1,158,9.4,54,0,0,7.2,-0.37,-392,-5,-301,-1701,-17,-1262,0,1,0,0,0,0,0,0
NA1_5456488206,1767655013,15.24,36.7,Caitlyn,BOTTOM,1,10,4,10,5,286,7.8,515.7,1086.6,21.0,42.6,0.79,0,1,152,6.9,74,0,0,31,0.26,566,22,200,80,11,262,947.0,1,3,0,0,0,0,0
